matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner,home_wins_last_5,home_draws_last_5,home_losses_last_5,away_wins_last_5,away_draws_last_5,away_losses_last_5,home_form,away_form,home_goals_last_5,home_conceded_last_5,away_goals_last_5,away_conceded_last_5,home_goal_diff_last_5,away_goal_diff_last_5,goal_diff_last_5,home_h2h_wins,away_h2h_wins,h2h_draws,home_h2h_goals_scored,away_h2h_goals_scored,home_off,home_def,away_off,away_def,home_goals_exp,away_goals_exp
5,1987-08-25,53,1-3,23,1,3,2,1,3,1,1,0,4,6,3,2,2,6,16,0,-10,10,2,0,0,4,1,-12.478405987430968,-8.58945832636075,-10.110269278392709,-16.90705634506684,1.8777543952871392,0.8903982160035113
5,1987-08-25,44,0-0,20,0,0,1,1,1,3,1,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,-7.800272189726638,-5.9937994266038,-8.181530631560566,3.541748079710241,2.747086426764829,1.0759299566049467
5,1987-08-25,30,1-2,56,1,2,2,2,0,3,3,2,0,6,11,0,0,8,10,0,-2,2,1,0,0,3,0,-6.7568637974339945,-2.929393093689959,-3.2303187388701127,-31.416629186932045,1.597931881760912,1.4692298171738796
5,1987-08-25,52,0-2,2,0,2,2,3,1,1,2,2,1,10,8,13,5,1,2,8,-1,9,3,3,3,17,14,11.874044529447993,-10.67662556379112,-3.21659635279486,-25.82707506424251,2.4070691200145005,1.088379420106312
5,1987-08-25,9,1-3,18,1,3,2,2,2,1,0,1,4,8,1,9,8,8,7,1,1,0,2,0,0,7,2,-8.435430830010377,-8.474155257130061,-11.207698870269406,-21.628598426558643,1.8554270382511464,0.8536045829740243
5,1987-08-26,13,1-1,13,1,1,1,2,1,2,4,0,1,7,12,3,2,8,8,1,0,1,5,5,1,19,19,7.488258027153283,-13.700749271450002,-6.523827678490693,11.252229312732789,3.497851861962212,0.8337957638013501
5,1987-08-26,1,4-1,28,4,1,0,0,2,3,2,1,2,2,7,3,6,5,7,-3,-2,-1,1,1,2,7,8,21.424571068119224,-13.667173838811436,-6.867225702766132,-19.691859463165382,2.953479919605717,0.8226533618313173
5,1987-08-26,10,1-0,3,1,0,0,4,0,1,1,3,1,12,6,6,4,1,2,2,-1,3,3,0,2,8,4,0.590929340696293,-6.224949426980544,4.70848468802458,-29.28621888885492,1.900572673892917,1.7317483391063402
5,1987-08-26,26,0-4,32,0,4,2,2,2,1,1,2,2,8,5,5,9,5,13,-4,-8,4,3,0,0,9,2,1.427696593575863,-9.513207843370685,-5.041087393758877,-4.7837231904925535,2.7784681956661323,1.0593693778187394
6,1987-09-01,31,1-0,1,1,0,0,2,1,2,1,2,2,7,5,4,6,1,4,-2,-3,1,0,0,1,1,1,-17.262252654813686,-2.3214903776779403,-5.2690545078686855,-18.51225288528192,1.672176424358235,1.393173318930378
6,1987-09-01,27,1-0,54,1,0,0,2,1,2,1,2,2,7,5,4,3,2,14,1,-12,13,2,4,1,11,17,-17.60773070232034,-0.5531960894799094,-5.538714411109277,-32.33361092312234,1.2612107824920653,1.472893477648331
6,1987-09-01,17,0-0,14,0,0,1,1,1,3,1,2,2,4,5,7,2,13,7,5,6,-1,2,2,4,17,13,-11.3704658016249,-7.454140728200794,-3.4523274918667743,-21.896412815714587,1.751573995434617,1.226518137580919
6,1987-09-01,19,0-2,27,0,2,2,1,2,2,1,2,2,5,5,0,0,3,3,0,0,0,1,0,1,3,1,-4.671640859801862,-1.0677386595342802,-0.0165930179948043,-36.34561124174346,1.512242809389865,1.7572932834616315
6,1987-09-01,22,2-1,31,2,1,0,2,0,3,1,0,4,6,3,7,13,0,0,-6,0,-6,2,0,0,5,2,-3.9076300907322175,-3.922209181540036,-4.014417372069694,-25.769155596921205,1.868155563360663,1.3751443289985743
6,1987-09-02,2,0-0,10,0,0,1,3,2,0,1,2,2,11,5,2,5,8,2,-3,6,-9,2,7,3,15,29,-5.378201805738226,-6.4558173442156415,-5.560005679609181,-35.54843652368653,1.5149328746496606,1.1738642727625523
6,1987-09-02,55,5-1,53,5,1,0,3,2,0,3,1,1,11,10,6,1,4,6,5,-2,7,1,4,7,22,22,14.967093898853228,-10.46754812853576,-4.11326400018005,-33.144769329564234,2.259231707600922,1.0582176091718667
6,1987-09-02,3,1-1,45,1,1,1,1,3,1,1,2,2,6,5,3,1,0,0,2,0,2,1,0,0,1,0,-10.743389453707184,-2.9471519904119514,-11.311887721768471,-14.43181971615701,2.01853087419723,1.0722557863055706
6,1987-09-02,12,2-0,11,2,0,0,3,1,1,4,0,1,10,12,2,7,20,3,-5,17,-22,3,1,4,8,6,8.832236921822583,-7.384522431091418,2.4394918863928314,-49.74268682267285,1.5154137477914689,1.5356613639047034
7,1987-09-04,53,5-0,32,5,0,0,1,2,2,3,0,2,5,9,3,5,5,11,-2,-6,4,2,2,1,5,5,-12.961182366158814,-7.965898294487117,-4.497560473555225,8.020570019729448,2.723315923302513,1.153066803873732
7,1987-09-04,26,5-1,1,5,1,0,1,2,2,1,1,3,5,4,1,10,1,2,-9,-1,-8,11,2,1,31,16,5.56439382970639,-12.764876715112733,-6.160639887821608,-19.13327552261467,2.420560127028564,0.8818309105466756
7,1987-09-05,44,0-3,13,0,3,2,1,3,1,3,1,1,6,10,0,0,10,8,0,2,-2,1,1,0,4,7,0.0956026107845054,-6.44124096651092,-2.633188983407796,-28.05096206620162,1.925154167213456,1.3169023928636543
7,1987-09-05,19,0-4,3,0,4,2,1,2,2,0,4,1,5,4,0,0,1,8,0,-7,7,0,0,0,0,0,10.550125083020069,-10.407167051683553,-8.760193101526255,-17.718012114621057,2.645434939628302,0.87272643289403
7,1987-09-05,10,3-2,18,3,2,0,3,0,2,1,1,3,9,4,12,3,7,8,9,-1,10,8,1,1,26,7,-8.905926870827898,-7.839719694547902,-2.8906431732441265,-31.969057419610728,1.5164675461140609,1.2350217401146302
7,1987-09-05,9,1-3,56,1,3,2,0,3,2,3,2,0,3,11,14,10,9,11,4,-2,6,1,0,3,4,3,-7.085734139926588,-2.772507052622229,-5.079081854721371,-3.6551520665684585,2.5199683578810954,1.37956089134536
7,1987-09-05,13,1-2,2,1,2,2,1,3,1,3,2,0,6,11,3,2,2,3,1,-1,2,11,3,1,26,10,-5.503394151148966,-0.9959989553641866,-7.393696961016361,-21.49667618640643,1.957063930405612,1.3517619782000636
7,1987-09-05,52,4-0,23,4,0,0,2,1,2,3,0,2,7,9,14,3,2,11,11,-9,20,9,2,5,27,9,-9.31120559465946,-6.311824810884332,4.240189672546574,-30.118256426596236,1.5597674925356526,1.6991890481554386
7,1987-09-05,30,1-0,28,1,0,0,1,0,4,3,1,1,3,10,0,0,5,11,0,-6,6,0,0,0,0,0,20.35013160467877,-13.910335254589484,-9.834075971082983,-22.41892598951605,2.823072312304108,0.7141635177376651
8,1987-09-11,17,5-1,45,5,1,0,1,1,3,0,3,2,4,3,4,2,0,0,2,0,2,1,0,1,3,1,16.474552247385542,-10.484756198090029,-4.237259003872627,-23.514689004390533,2.649911104743594,1.0520998451915289
8,1987-09-11,1,4-2,54,4,2,0,1,1,3,1,2,2,4,5,3,4,2,9,-1,-7,6,3,5,1,14,14,2.099555036169342,-9.530756354850816,-6.481318086513783,-32.57494311384571,1.841944969963032,0.9974092945983214
8,1987-09-11,55,4-0,14,4,0,0,3,2,0,1,3,1,11,6,8,4,9,7,4,2,2,6,1,1,16,9,-12.333854370375004,-7.816677248014821,-11.358129062893576,-15.37283863139598,1.9334419051921,0.8724472935473344
8,1987-09-12,2,3-1,11,3,1,0,3,2,0,3,0,2,11,9,1,5,9,5,-4,4,-8,0,6,2,6,17,-6.211434668103874,-6.802790336413469,1.4567188157262232,-49.294978421341966,1.119372320876379,1.5135433404663634
8,1987-09-12,22,2-2,10,2,2,1,3,0,2,0,2,3,9,2,8,11,5,2,-3,3,-6,2,2,3,10,10,-3.835113929015556,-4.033095042332403,-6.311240439436262,-36.94808038964816,1.5191968439997288,1.2538000192678425
8,1987-09-12,12,2-0,20,2,0,0,3,1,1,1,1,3,10,4,6,8,0,0,-2,0,-2,0,0,0,0,0,9.098765688045397,-7.838436082609793,-8.870090630612838,1.003719675397615,3.230883759142257,0.9687835960854472
8,1987-09-12,3,2-2,27,2,2,1,1,3,1,2,2,1,6,8,5,0,0,3,5,-3,8,1,3,5,14,17,-11.303594734031176,-2.968509490558923,0.1387313462760572,-37.74276976105843,1.285100286109464,1.6552122277906087
8,1987-09-12,31,1-0,31,1,0,0,3,0,2,2,0,3,9,6,5,7,0,0,-2,0,-2,3,3,1,4,4,-17.631958465186468,-2.733287146977206,-4.254497478803415,-25.647344749661,1.4459780241552664,1.4249177660253116
8,1987-09-12,27,3-3,53,3,3,1,2,1,2,3,0,2,7,9,4,4,5,1,0,4,-4,5,6,3,24,22,-17.75140004346324,-0.98855669205247,-4.15052136686096,-30.612578238678047,1.3035128199451376,1.5249368571701143
9,1987-09-17,19,5-2,18,5,2,0,1,1,3,2,1,2,4,7,0,0,8,6,0,2,-2,0,0,0,0,0,-6.579804867327756,-0.2132278192144057,-9.0111826576542,-22.255462804482463,1.8959360387397772,1.3093445071067196
9,1987-09-18,30,3-1,1,3,1,0,1,0,4,2,0,3,3,6,0,0,0,2,0,-2,2,3,7,1,20,28,-7.9217365838205875,-3.180280235174848,-6.085015533631547,-16.750135479755546,2.03559532176284,1.307289058641311
9,1987-09-18,44,0-0,2,0,0,1,0,3,2,4,1,0,3,13,0,0,1,5,0,-4,4,1,3,1,6,8,-10.169098082292566,-5.927328682398352,-2.196028845951828,-28.905710403159187,1.5704936992168177,1.365477017786361
9,1987-09-19,52,2-2,32,2,2,1,2,1,2,3,0,2,7,9,17,5,6,8,12,-2,14,5,0,0,12,3,11.295153553522448,-10.66512915924369,-5.235485533182525,10.12399450539786,3.575822289630296,1.0020490106146374
9,1987-09-19,13,4-1,23,4,1,0,0,3,2,3,1,1,3,10,6,2,4,7,4,-3,7,4,6,3,17,20,-0.413244261427601,-6.239329701119493,-9.318709488320245,-16.46653179524808,2.304518577267846,1.016410495639825
9,1987-09-19,10,2-1,56,2,1,0,2,0,3,4,1,0,6,13,12,2,5,11,10,-6,16,8,1,5,37,14,20.44744414315324,-13.530265307765283,-1.7611147857376006,-32.44622089330851,2.475740739173856,1.027695127657735
9,1987-09-19,9,2-0,28,2,0,0,0,2,3,2,1,2,2,7,16,5,6,12,11,-6,17,4,1,1,15,6,-9.189990764990272,-7.318024127005557,-5.961955726023103,-5.059448206789201,2.39666314961188,1.1157992639660854
9,1987-09-19,26,2-2,54,2,2,1,2,2,1,1,1,3,8,4,1,8,1,9,-7,-8,1,4,0,2,8,3,6.983119440999965,-12.729948075146186,-5.839692810701639,-30.58111979946462,2.0721506542889614,0.8953637402760023
9,1987-09-19,3,3-0,13,3,0,0,1,3,1,4,1,0,6,13,6,3,4,4,3,0,3,6,5,2,20,22,-10.910390556554235,-2.8665964774682564,5.07266615697831,-31.55932291857445,1.4694960126833276,1.957052137026313
10,1987-09-25,27,2-3,14,2,3,2,1,1,3,1,2,2,4,5,6,8,13,10,-2,3,-5,3,3,6,17,19,17.21711876862677,-10.795737833571506,-11.276499500583313,-12.5396509048405,3.0528109340862257,0.7691109814256099
10,1987-09-25,55,3-1,45,3,1,0,4,0,1,0,3,2,12,3,6,4,0,0,2,0,2,1,1,2,5,4,-16.81830994247072,-0.552554775796906,-4.910568510649348,-22.267344206235357,1.570165088577392,1.5071218428439208
10,1987-09-26,17,3-1,3,3,1,0,2,1,2,2,2,1,7,8,7,4,0,13,3,-13,16,6,5,6,27,25,-10.647207376501935,-7.77897498102559,-5.698911200487261,-23.3048041710344,1.7297067429473638,1.1068968206790168
10,1987-09-26,2,3-0,20,3,0,0,3,2,0,1,1,3,11,4,3,3,0,0,0,0,0,1,1,0,3,3,-5.17706488820018,-6.954584435270864,-9.490080461649193,-0.1334917034191851,2.710406186775154,0.9795548203584004
10,1987-09-26,22,1-4,11,1,4,2,2,1,2,3,0,2,7,9,8,14,13,6,-6,7,-13,1,10,7,16,37,-3.570665915105244,-3.81253185960321,1.1280678660485997,-47.55746975723582,1.229988899024231,1.6635968904961114
10,1987-09-26,12,8-2,27,8,2,0,3,1,1,2,2,1,10,8,5,9,0,0,-4,0,-4,3,4,3,11,15,8.421763548193708,-8.124790945710677,0.3593842490494515,-37.08227515032791,1.901725338887376,1.3840458451011324
10,1987-09-26,1,2-1,53,2,1,0,2,0,3,1,2,2,6,5,3,3,8,1,0,7,-7,8,7,4,31,33,3.286513481596256,-9.234408723293486,-3.20652917666868,-29.04519666357332,1.9988078273692704,1.1541069480848556
10,1987-09-26,31,1-1,10,1,1,1,3,1,1,1,2,2,10,5,6,5,5,1,1,4,-3,0,2,1,1,4,-17.877252201851206,-3.1544669991845784,-5.833696845755661,-36.50386718436908,1.1471119545505637,1.3212622283919908
10,1987-09-28,53,1-4,31,1,4,2,1,1,3,2,0,3,4,6,3,5,0,0,-2,0,-2,3,2,3,11,6,-11.708976396064177,-8.306723932022285,-5.166398267140889,-26.059383075786144,1.6103475724007443,1.1071105211191037
11,1987-10-03,26,3-1,31,3,1,0,2,2,1,3,0,2,8,9,1,6,0,0,-5,0,-5,2,0,4,10,6,0.5192926599047043,-6.244180346043032,-4.596829523944089,8.6680950141173,3.20134851107713,1.2296743053972825
11,1987-10-03,3,1-2,2,1,2,2,2,2,1,3,2,0,8,11,5,4,0,9,1,-9,10,6,4,1,17,15,-9.40816067672482,-7.647834155552835,-6.281670485590027,-15.859123663465343,2.015414267233489,1.0867724508865275
11,1987-10-03,10,4-1,28,4,1,0,3,0,2,1,1,3,9,4,11,0,6,14,11,-8,19,12,0,3,40,9,10.428430717851006,-10.370152943604268,-5.13276171608956,-30.64777966432762,2.1883256492415413,1.0187356960579073
11,1987-10-03,44,2-0,23,2,0,0,0,2,3,1,1,3,2,4,0,0,2,9,0,-7,7,0,0,0,0,0,11.775894240318172,-7.942726067222655,-8.569185720388278,-19.387623472700117,2.6298763292648317,0.97680113115747
11,1987-10-03,19,1-1,56,1,1,1,1,0,4,4,0,1,3,12,0,0,6,12,0,-6,6,0,0,1,1,1,6.943435639030423,-12.40343762822318,-3.315043571969089,-26.62328214359984,2.207017633207462,1.0096654198524426
11,1987-10-03,12,3-1,18,3,1,0,4,0,1,2,1,2,12,7,5,9,8,5,-4,3,-7,9,4,6,37,26,-11.03289012365827,-6.330938927323607,-9.329211669055,-14.90007943759644,1.992928923049368,1.0121137969338392
11,1987-10-03,52,3-0,54,3,0,0,1,2,2,1,1,3,5,4,18,5,3,3,13,0,13,11,1,1,39,14,20.185780524600204,-13.538451485278031,-6.676030778420879,-5.425924605511272,3.377625546398599,0.8341608297402793
11,1987-10-03,9,2-0,1,2,0,0,1,3,1,2,0,3,6,6,17,5,2,2,12,0,12,7,5,2,19,19,-10.068593378901186,-3.445065600029693,-3.0698894985910394,-30.356686818961457,1.5298654957121125,1.4501214847025372
11,1987-10-03,13,0-2,32,0,2,2,2,1,2,2,2,1,7,8,5,6,5,9,-1,-4,3,4,3,1,20,18,-4.87252915717127,-0.0090825798477751,-1.7788387620584538,-32.88575694042658,1.61065692515603,1.7157912387608534
12,1987-10-09,30,2-5,53,2,5,2,3,0,2,2,2,1,9,8,0,0,5,2,0,3,-3,4,9,5,26,42,-12.04467553052715,-7.451638261663906,-6.0392941695583495,-36.63978366505403,1.2948441947685836,1.106311749383509
12,1987-10-09,53,3-1,10,3,1,0,1,1,3,2,2,1,4,8,3,3,5,3,0,2,-2,4,13,8,33,60,3.2871691921100084,-9.279959942575116,-3.955175293678088,-21.870220474077957,2.2451183546772278,1.1178235914488155
12,1987-10-09,1,3-1,14,3,1,0,2,0,3,2,0,3,6,6,1,2,12,9,-1,3,-4,8,1,2,26,9,-7.3913014180300225,-3.2711093085356966,-3.305152585540098,-29.044095217339176,1.6515507808196628,1.4468387371901446
12,1987-10-10,2,4-1,13,4,1,0,4,1,0,4,0,1,13,12,4,2,4,6,2,-2,4,8,17,4,30,57,-5.017784509541473,-7.244123076941671,3.820216767179537,-30.145292928517648,1.6913718526755883,1.6211551639365835
12,1987-10-10,22,3-0,20,3,0,0,0,1,4,1,1,3,1,4,8,15,0,0,-7,0,-7,1,0,0,1,0,-3.6971628126596,-3.1219334687202007,-10.116963524098658,0.1340635203687507,2.771275315654493,1.117653681840491
12,1987-10-10,17,3-0,27,3,0,0,2,0,3,2,2,1,6,8,7,4,0,0,3,0,3,7,4,7,27,26,-9.948529498208138,-7.810571742753542,0.7535747720568278,-31.44808972521504,1.5010099296893833,1.421250647775522
12,1987-10-10,31,0-1,11,0,1,2,2,2,1,4,0,1,8,12,3,7,15,4,-4,11,-15,0,8,3,13,35,-17.958165697775385,-3.249426288134553,2.6232894768884734,-47.769956103756606,0.8894169934969868,1.78456577291289
12,1987-10-10,27,3-1,45,3,1,0,0,1,4,1,1,3,1,4,7,7,0,0,0,0,0,1,0,0,1,0,-16.581895128598408,-0.1112870643636257,-11.128738076677594,-12.588442835616036,1.884855135803799,1.2105202891238565
12,1987-10-10,55,1-0,3,1,0,0,3,1,1,2,1,2,10,7,6,5,2,8,1,-6,7,8,5,2,36,25,17.18807206529805,-10.727491226617673,-5.767321671162966,-22.131182425175005,2.723228790985164,0.9775007564650858
13,1987-10-17,10,4-2,1,4,2,0,4,0,1,3,0,2,12,9,12,2,4,3,10,1,9,11,7,4,46,32,-11.029000939004495,-6.630101412046297,-4.10384626207889,5.710374654810506,2.710124454700224,1.2348482461017738
13,1987-10-17,19,1-1,28,1,1,1,1,1,3,1,1,3,4,4,0,0,5,15,0,-10,10,0,0,1,0,0,-10.360026320286854,-3.2825314823935456,-9.976931412128796,-14.89354648181648,2.0158782834138376,1.1167250940605944
13,1987-10-17,44,4-1,32,4,1,0,1,1,3,2,2,1,4,8,0,0,5,11,0,-6,6,0,0,0,0,0,-9.416638724975767,-7.969064384525431,-3.321229124702873,-25.890647104734786,1.6868347927452254,1.2081217020037305
13,1987-10-17,26,3-0,53,3,0,0,1,2,2,2,2,1,5,8,3,7,5,3,-4,2,-6,14,3,5,43,26,-9.124065386402894,-8.230667661305723,-2.7179852248529794,-30.84622863514897,1.5434879053300423,1.2244870431187436
13,1987-10-17,12,1-2,56,1,2,2,3,0,2,3,1,1,9,10,9,6,6,12,3,-6,9,13,4,1,44,24,-5.20839843968904,-0.2206574898817573,-6.569899130895062,-4.850913922931779,2.543929140944987,1.4353987579328018
13,1987-10-17,17,1-1,2,1,1,1,3,0,2,4,1,0,9,13,7,6,1,7,1,-6,7,10,12,5,44,59,7.379586295171431,-12.406294551059034,-1.03124553356716,-28.72216358565704,2.149525194951334,1.108707580273165
13,1987-10-17,9,0-0,31,0,0,1,2,2,1,2,0,3,8,6,18,3,0,0,15,0,15,1,5,5,15,23,20.528094600765115,-13.48943243387339,-6.977169326531048,-15.873364878335432,3.052050474700016,0.8250813637044573
13,1987-10-17,3,1-1,23,1,1,1,1,1,3,1,1,3,4,4,2,6,2,8,-4,-6,2,5,5,1,13,16,11.979467092130015,-7.935868902280618,-2.2369217549681544,-33.4499418187165,2.1451176784493646,1.262205521010623
14,1987-10-30,55,2-0,18,2,0,0,3,1,1,2,1,2,10,7,2,5,9,7,-3,2,-5,10,9,7,45,39,16.240273729114005,-11.016422724249969,-8.554339202722174,-19.04566685266737,2.797571995682059,0.85770510949088
14,1987-10-31,31,2-1,20,2,1,0,1,2,2,1,2,2,5,5,5,10,0,0,-5,0,-5,0,0,0,0,0,3.702363953940656,-9.31478645959678,-11.263464179608132,-11.558162421910074,2.6213162564724435,0.8210860063069269
14,1987-10-31,27,1-2,3,1,2,2,1,1,3,1,1,3,4,4,7,9,4,7,-2,-3,1,9,2,8,38,26,-3.5713612496860856,-3.4522916295631765,3.422697768413961,-28.01235537117789,1.8058261249046217,1.8203518981710896
14,1987-10-31,22,0-3,13,0,3,2,1,1,3,2,0,3,4,6,6,15,6,10,-9,-4,-5,7,4,9,31,23,10.874862209244744,-10.671272741626648,-6.107330213731467,-35.064393162123054,2.051990136450045,0.9659381481477672
14,1987-10-31,2,1-0,27,1,0,0,3,2,0,2,1,2,11,7,1,2,0,0,-1,0,-1,12,11,6,43,40,-11.10681757249654,-7.483062086926576,2.121193030426485,-48.59168692765068,1.0202692349425375,1.5126757790378436
14,1987-10-31,30,2-1,14,2,1,0,2,1,2,2,0,3,7,6,0,0,12,9,0,3,-3,1,3,1,4,9,-18.44735665780358,-3.4813297033078774,-10.832225343313366,0.3453818611316903,2.2618690062770987,1.0698679173008274
14,1987-10-31,53,0-2,11,0,2,2,1,1,3,5,0,0,4,15,6,4,12,4,2,8,-6,2,9,1,16,30,-3.748008883490797,-7.42772527938625,-0.1559791804823683,-30.063175388642325,1.7341910241651692,1.3935311268852244
14,1987-10-31,1,2-2,45,2,2,1,2,0,3,2,1,2,6,7,1,2,0,0,-1,0,-1,2,1,0,7,5,-15.968550892233196,-0.173513044258008,-6.392890199870014,-23.72327052842421,1.551858477963829,1.4473663333669389
14,1987-10-31,52,4-1,10,4,1,0,2,1,2,2,2,1,7,8,12,6,6,2,6,4,2,5,9,3,22,29,-7.199649797588522,-2.2208592722029814,-4.030578540439922,-21.17278662596282,1.911283509893908,1.4642818621489158
15,1987-11-06,44,1-1,54,1,1,1,2,1,2,1,1,3,7,4,0,0,1,3,0,-2,2,2,0,2,10,6,-10.319552546478109,-6.699518294860677,-5.784719258126571,-29.89787513376538,1.536080320518682,1.1521077015598904
15,1987-11-07,3,4-0,32,4,0,0,1,1,3,2,1,2,4,7,1,3,4,9,-2,-5,3,6,4,3,26,17,-9.422990830953689,-8.297021960408163,-10.051631656473091,-15.832114673012814,2.0158264130796297,0.9038486026533948
15,1987-11-07,13,2-2,53,2,2,1,2,0,3,3,0,2,6,9,6,9,2,3,-3,-1,-2,18,11,15,81,61,-10.918772641043647,-3.3170333035073822,-4.254141462171213,6.902088442954575,2.755503856861265,1.3941866744556033
15,1987-11-07,10,3-0,31,3,0,0,5,0,0,2,1,2,15,7,5,2,0,0,3,0,3,5,1,5,20,10,-1.2414908229487347,-6.016486039788904,-1.74078214023536,-27.93641138240081,1.884605278209594,1.3844698412552694
15,1987-11-07,12,1-2,28,1,2,2,3,0,2,1,1,3,9,4,10,5,6,14,5,-8,13,11,2,1,32,12,21.049479217576287,-13.142147790935017,-4.094387519336324,-27.44911085587788,2.672338263613602,0.9475002704351811
15,1987-11-07,19,3-2,1,3,2,0,0,2,3,2,1,2,2,7,0,0,2,3,0,-1,1,0,1,3,4,8,11.349637416554112,-7.717790233441394,-6.848540102372027,-6.277347389234885,3.065998191715237,1.058846516356576
15,1987-11-07,55,2-1,2,2,1,0,4,1,0,4,1,0,13,13,4,5,2,1,-1,1,-2,15,2,8,57,32,-6.057579627137248,-0.3493534672144965,-6.225259808511,-14.997555949418906,2.159438893573151,1.4469269568224503
15,1987-11-07,9,2-0,27,2,0,0,1,2,2,2,0,3,5,6,14,3,0,0,11,0,11,8,6,2,27,18,15.801598717154462,-11.269944801008508,-2.861649593753756,-31.34835617205086,2.3511653147893345,1.077853226084588
15,1987-11-07,17,2-0,23,2,0,0,2,1,2,1,1,3,7,4,11,6,3,10,5,-7,12,14,2,3,46,21,-10.344419886911478,-8.326163251583427,-1.0477935458293093,-30.741493207611367,1.5102062626579338,1.3018364246492449
16,1987-11-13,9,2-2,14,2,2,1,2,1,2,1,1,3,7,4,13,2,9,8,11,1,10,12,4,8,47,32,-10.075026935868234,-8.710962491234568,-4.3277037543990176,-21.09082161400455,1.8194080176702625,1.1267231871377232
16,1987-11-14,30,1-1,45,1,1,1,1,1,3,2,2,1,4,8,0,0,0,0,0,0,0,0,0,2,1,1,3.3606319000141305,-8.966320861463426,-6.039222719345693,-24.233131622922944,2.165743594155472,1.039894158493846
16,1987-11-14,52,3-0,11,3,0,0,3,1,1,5,0,0,10,15,10,6,11,8,4,3,1,6,11,5,29,39,-18.59138803062304,-3.5019813926786143,4.177633989764632,-29.68075500855489,1.3060037671848144,1.8630492295351544
16,1987-11-14,22,2-2,2,2,2,1,1,1,3,3,1,1,4,10,3,10,2,3,-7,-1,-6,7,7,5,39,34,-16.272080261031725,-0.0101645538489156,-9.103242433599512,-19.78254224173524,1.6634186106843134,1.3149355516252474
16,1987-11-14,26,0-0,56,0,0,1,2,0,3,4,1,0,6,13,6,2,6,11,4,-5,9,6,2,10,30,22,11.946293070429013,-10.661204675896055,2.433064600749401,-49.53431191137936,1.6158905350240986,1.3600709081223177
16,1987-11-14,27,1-2,18,1,2,2,2,1,2,2,1,2,7,7,6,10,9,8,-4,1,-5,11,5,2,32,22,-4.564589198044464,-3.103609042377172,-2.9114731133517915,-31.67279719977431,1.6577169461760033,1.477051337963814
16,1987-11-14,1,1-2,3,1,2,2,1,1,3,2,1,2,4,7,1,3,2,8,-2,-6,4,13,7,2,42,25,-7.150854569610367,-2.358092571376381,-10.508997763465702,-12.132195437990076,2.2207866769520086,1.1345361874329087
16,1987-11-14,31,2-2,13,2,2,1,2,0,3,2,0,3,6,6,5,9,6,10,-4,-4,0,7,7,2,31,29,7.847358543063566,-12.734008406507131,-1.7647574076190755,-34.50791406373529,1.968450324516558,1.061784282529546
16,1987-11-17,53,4-4,20,4,4,1,1,1,3,1,2,2,4,5,7,2,0,0,5,0,5,1,2,1,6,7,-11.667978973929175,-7.339017884337647,-10.876938526337144,0.1034415385903583,2.4910083448695084,0.9089735862536398
17,1987-11-21,17,4-0,32,4,0,0,3,1,1,1,1,3,10,4,13,7,4,11,6,-7,13,9,6,3,26,25,-9.431695564801627,-8.564183216980378,-5.146375356532722,8.0518762798314,2.846862331505126,1.0964956542710365
17,1987-11-21,12,1-0,1,1,0,0,1,1,3,1,1,3,4,4,12,6,2,3,6,-1,7,13,1,6,59,19,10.213311434240712,-7.439602330534477,-5.871311141361844,-14.220962995194236,2.755818132808405,1.1144044153536303
17,1987-11-21,2,2-0,28,2,0,0,2,2,1,2,1,2,8,7,0,1,6,11,-1,-5,4,7,6,3,18,19,-4.151823533515989,-7.839627810228486,-6.24623264004388,-8.186119549711465,2.4638170459035216,1.0798670349853423
17,1987-11-21,44,2-1,53,2,1,0,1,3,1,3,1,1,6,10,0,0,2,4,0,-2,2,2,0,0,8,5,-10.614403722657762,-6.744478573123822,-1.3468629609057934,-27.82979839827394,1.5896641154357571,1.3671315116294205
17,1987-11-21,19,2-2,31,2,2,1,1,2,2,1,2,2,5,5,0,0,0,0,0,0,0,0,1,0,0,2,-5.595260042935705,-0.1858751050664987,-4.700756717728691,-27.14638474364032,1.7684236140489384,1.5388971192217862
17,1987-11-21,10,3-2,10,3,2,0,4,0,1,1,2,2,12,5,8,2,4,1,6,3,3,20,20,4,81,81,21.22969745104757,-13.422211688925074,-6.085531742060413,-33.264630214222834,2.4744695803706125,0.8600381215006809
17,1987-11-21,13,2-3,27,2,3,2,0,2,3,1,1,3,2,4,7,6,0,0,1,0,1,17,8,12,63,53,-1.1780222191919227,-5.834546486875308,-1.8809262993323608,-30.28897361976113,1.8096154566216691,1.386648537938712
17,1987-11-21,3,2-1,54,2,1,0,3,1,1,1,2,2,10,5,1,3,1,7,-2,-6,4,5,8,6,25,33,-10.234283512249544,-3.7291296023237366,-5.882063214579284,-30.393158815856065,1.5238343251107584,1.289983191205637
18,1987-11-27,2,4-0,32,4,0,0,2,2,1,1,1,3,8,4,1,1,3,13,0,-10,10,7,2,1,30,12,-4.406928965076146,-8.158816923483363,-5.8480967297790505,9.117258179799332,3.053909766256236,1.083349720943474
18,1987-11-28,44,1-4,10,1,4,2,2,3,0,1,2,2,9,5,0,0,2,1,0,1,-1,2,2,2,5,14,15.608453208662466,-11.292956802850298,-6.937312240552764,-8.61463931721432,3.129692803343192,0.9084197232649288
